no	Lat	Long	Species	Sampling_date	Confirming_date	Subtype	Patho_type	Report_type	Info9	Info10	location3
177b	25.03051111	121.20633889	白肉雞	2015-03-02	2015-03-07	H5Nx	HPAI	周邊監測	177	176	Taoyuan City
170b	23.626538	120.532122	土雞	2015-03-01	2015-03-05	H5N2	HPAI	業者主動通報	170	175	Yunlin County
171b	23.639212	120.302376	土雞	2015-03-01	2015-03-05	H5N8	HPAI	業者主動通報	171	174	Yunlin County
172b	23.740882	120.247142	肉鵝	2015-03-01	2015-03-05	H5N2	HPAI	業者主動通報	172	173	Yunlin County
173b	24.901894	120.966993	蛋鴨	2015-03-01	2015-03-07	H5Nx	HPAI	周邊監測	173	172	Hsinchu County
174b	24.90528	120.9699	蛋鴨	2015-03-01	2015-03-07	H5Nx	HPAI	周邊監測	174	171	Hsinchu County
175b	23.737872	120.230006	黑羽土雞	2015-03-01	2015-03-09	H5Nx	HPAI	周邊監測	175	170	Yunlin County
169b	24.9	120.96638056	蛋鴨	2015-02-26	2015-03-02	H5N2	HPAI	業者主動通報	169	169	Hsinchu County
167b	23.849	120.30411111	肉鵝	2015-02-25	2015-03-01	H5N2	HPAI	業者主動通報	167	168	Changhua County
168b	23.68083333	120.65972222	肉鴨	2015-02-25	2015-03-01	H5Nx	HPAI	周邊監測	168	167	Nantou County
165b	22.74317	120.50825	肉鵝	2015-02-24	2015-02-28	H5N2	HPAI	業者主動通報	165	166	Pingtung County
166b	23.72705	120.50796944	土雞	2015-02-24	2015-02-28	H5N2	HPAI	業者主動通報	166	165	Yunlin County
164b	22.77180556	120.54366667	蛋中雞	2015-02-23	2015-02-27	H5N2	HPAI	業者主動通報	164	164	Pingtung County
162b	23.598444	120.228821	土雞	2015-02-22	2015-02-26	H5N2	HPAI	業者主動通報	162	163	Yunlin County
163b	22.57041667	120.50316667	肉鴨	2015-02-22	2015-03-01	H5Nx	HPAI	周邊監測	163	162	Pingtung County
159b	23.739798	120.368322	肉鵝	2015-02-21	2015-02-25	H5N8	HPAI	業者主動通報	159	161	Yunlin County
160b	23.2488	120.29268	火雞	2015-02-21	2015-02-26	H5N8	HPAI	業者主動通報	160	160	Tainan City
161b	24.90528	120.9699	蛋鴨	2015-02-21	2015-03-01	H5Nx	HPAI	周邊監測	161	159	Hsinchu County
158b	22.90961	120.29335	肉鵝	2015-02-20	2015-02-24	H5N2	HPAI	業者主動通報	158	158	Tainan City
153b	22.73998	120.51275	土雞	2015-02-19	2015-02-23	H5N3	HPAI	業者主動通報	153	157	Pingtung County
154b	22.9511	120.28505	肉鵝	2015-02-19	2015-02-23	H5N2	HPAI	業者主動通報	154	156	Tainan City
155b	23.35912	120.44835	肉鵝	2015-02-19	2015-02-23	H5N2	HPAI	業者主動通報	155	155	Tainan City
156b	23.72443	120.23402	肉鵝	2015-02-19	2015-03-08	H5N2	HPAI	業者主動通報	156	154	Yunlin County
157b	23.74101	120.22552	白肉雞	2015-02-19	2015-03-11	H5N2	HPAI	業者主動通報	157	153	Yunlin County
150b	23.62064	120.51623	肉鵝	2015-02-18	2015-02-22	H5N2	HPAI	業者主動通報	150	152	Yunlin County
151b	23.20711	120.13924	烏骨雞	2015-02-18	2015-02-22	H5N8	HPAI	業者主動通報	151	151	Tainan City
152b	22.87666	120.53397	肉鵝	2015-02-18	2015-02-23	H5N2	HPAI	業者主動通報	152	150	Kaohsiung City
145b	24.904591	120.969252	蛋鴨	2015-02-17	2015-02-20	H5N2	HPAI	業者主動通報	145	149	Hsinchu County
146b	23.636962	120.483865	肉鵝	2015-02-17	2015-02-21	H5N2	HPAI	業者主動通報	146	148	Yunlin County
147b	23.556762	120.277706	肉鵝	2015-02-17	2015-02-21	H5N2	HPAI	業者主動通報	147	147	Yunlin County
148b	24.904645	120.969094	蛋鴨	2015-02-17	2015-02-22	H5N2	HPAI	業者主動通報	148	146	Hsinchu County
149b	24.904835	120.969056	蛋鴨	2015-02-17	2015-02-22	H5Nx	HPAI	業者主動通報	149	145	Hsinchu County
139b	22.74369444	120.50522222	土雞	2015-02-16	2015-02-20	H5N2	HPAI	業者主動通報	139	144	Pingtung County
140b	22.91057	120.30239	肉鵝	2015-02-16	2015-02-20	H5N2	HPAI	業者主動通報	140	143	Tainan City
141b	23.79578	120.31005	黑羽土雞	2015-02-16	2015-02-20	H5N8	HPAI	業者主動通報	141	142	Yunlin County
142b	23.68264	120.28062	肉鵝	2015-02-16	2015-02-20	H5N2	HPAI	業者主動通報	142	141	Yunlin County
143b	23.633783	120.303952	正番鴨	2015-02-16	2015-02-21	H5Nx	HPAI	業者主動通報	143	140	Yunlin County
144b	22.94155	120.3013	肉鴨	2015-02-16	2015-02-22	H5Nx	HPAI	周邊監測	144	139	Tainan City
137b	23.23047	120.36092	土雞	2015-02-15	2015-02-19	H5N2	HPAI	業者主動通報	137	138	Tainan City
138b	23.504538	120.266001	肉鵝	2015-02-15	2015-02-19	H5N2	HPAI	業者主動通報	138	137	Chiayi County
134b	22.78295	120.50903	土雞	2015-02-14	2015-02-17	H5N2	HPAI	業者主動通報	134	136	Pingtung County
135b	23.656692	120.454221	土雞	2015-02-14	2015-02-17	H5N2	HPAI	業者主動通報	135	135	Yunlin County
136b	23.47858	120.24315	肉鵝	2015-02-14	2015-02-17	H5N2	HPAI	業者主動通報	136	134	Chiayi County
129b	22.73496	120.5913	土雞	2015-02-13	2015-02-16	H5N2	HPAI	業者主動通報	129	133	Pingtung County
130b	23.724233	120.261032	肉鵝	2015-02-13	2015-02-16	H5N2	HPAI	業者主動通報	130	132	Yunlin County
131b	23.6991	120.23859	紅羽土雞	2015-02-13	2015-02-16	H5N2	HPAI	業者主動通報	131	131	Yunlin County
132b	23.731332	120.662188	種鵝	2015-02-13	2015-02-16	H5N8	HPAI	業者主動通報	132	130	Nantou County
133b	23.732881	120.660295	種鵝	2015-02-13	2015-02-16	H5N8	HPAI	業者主動通報	133	129	Nantou County
122b	22.77833	120.571	土雞	2015-02-12	2015-02-15	H5N2	HPAI	業者主動通報	122	128	Pingtung County
123b	22.80437	120.48573	土雞	2015-02-12	2015-02-15	H5N2	HPAI	業者主動通報	123	127	Pingtung County
124b	23.3071	120.25523	肉鵝	2015-02-12	2015-02-15	H5N2	HPAI	業者主動通報	124	126	Tainan City
125b	23.45575	120.23333	肉鵝	2015-02-12	2015-02-15	H5N2	HPAI	業者主動通報	125	125	Chiayi County
126b	23.644172	120.31526	肉鵝	2015-02-12	2015-02-15	H5N8	HPAI	業者主動通報	126	124	Yunlin County
127b	23.551058	120.216696	肉鵝	2015-02-12	2015-02-15	H5N2	HPAI	業者主動通報	127	123	Yunlin County
128b	23.8802	120.40779	土番鴨	2015-02-12	2015-02-16	H5N2	HPAI	業者主動通報	128	122	Changhua County
118b	22.93103	120.30387	肉鵝	2015-02-11	2015-02-14	H5N2	HPAI	業者主動通報	118	121	Tainan City
119b	23.485021	120.253744	種鵝	2015-02-11	2015-02-14	H5N2	HPAI	業者主動通報	119	120	Chiayi County
120b	23.62518	120.32117	肉鵝	2015-02-11	2015-02-14	H5N2	HPAI	業者主動通報	120	119	Yunlin County
121b	24.724999	120.872098	土雞	2015-02-11	2015-02-17	H5Nx	HPAI	周邊監測	121	118	Miaoli County
112b	23.06765	120.36075	土雞	2015-02-10	2015-02-13	H5N2	HPAI	業者主動通報	112	117	Tainan City
113b	23.29228611	120.237725	土雞	2015-02-10	2015-02-13	H5N2	HPAI	業者主動通報	113	116	Tainan City
114b	23.626471	120.502186	肉鵝	2015-02-10	2015-02-13	H5N2	HPAI	業者主動通報	114	115	Chiayi County
115b	23.644023	120.45839	皇金雞	2015-02-10	2015-02-13	H5Nx	HPAI	業者主動通報	115	114	Yunlin County
116b	22.50666	120.47611	烏骨雞	2015-02-10	2015-02-13	H5N2	HPAI	業者主動通報	116	113	Pingtung County
117b	23.69167	120.65833	肉鴨	2015-02-10	2015-02-15	H5Nx	HPAI	周邊監測	117	112	Nantou County
98b	22.84081	120.30386	肉鵝	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	98	111	Kaohsiung City
99b	22.68047	120.58432	土番鴨	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	99	110	Pingtung County
100b	22.77411	120.58386	土雞	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	100	109	Pingtung County
101b	22.81192	120.57364	土雞	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	101	108	Pingtung County
102b	23.71424	120.40522	土雞	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	102	107	Yunlin County
103b	23.723842	120.328888	肉鴨	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	103	106	Yunlin County
104b	23.39239	120.27345	肉鵝	2015-02-09	2015-02-12	H5N8	HPAI	業者主動通報	104	105	Chiayi County
105b	23.47888	120.28578	肉鵝	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	105	104	Chiayi County
106b	23.49042	120.25188	肉鵝	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	106	103	Chiayi County
107b	22.80297	120.56619	蛋中雞	2015-02-09	2015-02-12	H5N2	HPAI	業者主動通報	107	102	Pingtung County
108b	23.675	120.49167	肉鴨	2015-02-09	2015-02-13	H5Nx	HPAI	周邊監測	108	101	Yunlin County
109b	23.671684	120.231884	肉鴨	2015-02-09	2015-02-14	H5Nx	HPAI	周邊監測	109	100	Yunlin County
110b	23.68028	120.66361	肉鴨	2015-02-09	2015-02-14	H5Nx	HPAI	周邊監測	110	99	Nantou County
111b	23.610845	120.410603	種鴨	2015-02-09	2015-02-15	H5Nx	HPAI	周邊監測	111	98	Chiayi County
95b	23.84231	120.30103	肉鵝	2015-02-08	2015-02-12	H5N2	HPAI	業者主動通報	95	97	Changhua County
96b	23.617054	120.419365	種鴨	2015-02-08	2015-02-14	H5Nx	HPAI	周邊監測	96	96	Chiayi County
97b	23.859784	120.307397	肉鴨	2015-02-08	2015-02-25	H5N2	HPAI	周邊監測	97	95	Changhua County
88b	22.79201	120.59044	土雞	2015-02-07	2015-02-10	H5N2	HPAI	業者主動通報	88	94	Pingtung County
89b	22.747319	120.54271	肉鵝	2015-02-07	2015-02-10	H5N2	HPAI	業者主動通報	89	93	Pingtung County
90b	23.50385	120.25467	肉鵝	2015-02-07	2015-02-10	H5N2	HPAI	業者主動通報	90	92	Chiayi County
91b	23.715068	120.323303	肉鵝	2015-02-07	2015-02-10	H5N8	HPAI	業者主動通報	91	91	Yunlin County
92b	23.781529	120.267699	肉鵝	2015-02-07	2015-02-10	H5N2	HPAI	業者主動通報	92	90	Yunlin County
93b	23.854721	120.274693	肉鴨	2015-02-07	2015-02-15	H5Nx	HPAI	周邊監測	93	89	Changhua County
94b	23.860774	120.279136	肉鴨	2015-02-07	2015-02-17	H5Nx	HPAI	周邊監測	94	88	Changhua County
75b	23.856576	120.306776	火雞	2015-02-06	2015-02-08	H5N2	HPAI	業者主動通報	75	87	Changhua County
76b	22.924608	120.439385	肉鵝	2015-02-06	2015-02-09	H5N2	HPAI	業者主動通報	76	86	Kaohsiung City
77b	22.93281	120.52756	肉鵝	2015-02-06	2015-02-09	H5N2	HPAI	業者主動通報	77	85	Kaohsiung City
78b	22.81225	120.47522222	土雞	2015-02-06	2015-02-09	H5N2	HPAI	業者主動通報	78	84	Pingtung County
79b	23.23769	120.20624	火雞	2015-02-06	2015-02-09	H5N8	HPAI	業者主動通報	79	83	Tainan City
80b	23.51386	120.28946	肉鵝	2015-02-06	2015-02-09	H5N2	HPAI	業者主動通報	80	82	Chiayi County
81b	23.69841	120.34023	肉鵝	2015-02-06	2015-02-09	H5N2	HPAI	業者主動通報	81	81	Yunlin County
82b	23.68621	120.173892	皇金雞	2015-02-06	2015-02-09	H5N2	HPAI	業者主動通報	82	80	Yunlin County
83b	23.521327	120.369883	種鵝	2015-02-06	2015-02-09	H5N8	HPAI	業者主動通報	83	79	Chiayi County
84b	23.66253	120.32095	種鵝	2015-02-06	2015-02-09	H5N2	HPAI	業者主動通報	84	78	Yunlin County
85b	23.765806	120.253398	正番鴨	2015-02-06	2015-02-10	H5Nx	HPAI	業者主動通報	85	77	Yunlin County
86b	23.985751	120.368807	肉鴨	2015-02-06	2015-02-14	H5Nx	HPAI	周邊監測	86	76	Changhua County
87b	23.986083	120.369195	肉鴨	2015-02-06	2015-02-14	H5Nx	HPAI	周邊監測	87	75	Changhua County
66b	22.79031	120.59707	土雞	2015-02-05	2015-02-08	H5N2	HPAI	業者主動通報	66	74	Pingtung County
67b	23.25942	120.3524	土雞	2015-02-05	2015-02-08	H5N2	HPAI	業者主動通報	67	73	Tainan City
68b	22.74982	120.55068	肉鵝	2015-02-05	2015-02-08	H5N2	HPAI	業者主動通報	68	72	Pingtung County
69b	23.743308	120.369748	肉鵝	2015-02-05	2015-02-08	H5N8	HPAI	業者主動通報	69	71	Yunlin County
70b	23.777374	120.234582	土番鴨	2015-02-05	2015-02-09	H5Nx	HPAI	業者主動通報	70	70	Yunlin County
71b	23.7775	120.23473	土番鴨	2015-02-05	2015-02-09	H5Nx	HPAI	業者主動通報	71	69	Yunlin County
72b	23.214562	120.199911	肉鴨	2015-02-05	2015-02-12	H5Nx	HPAI	周邊監測	72	68	Tainan City
73b	23.21626389	120.21556944	肉鴨	2015-02-05	2015-02-12	H5Nx	HPAI	周邊監測	73	67	Tainan City
74b	23.876113	120.290389	肉鴨	2015-02-05	2015-02-14	H5Nx	HPAI	周邊監測	74	66	Changhua County
41b	24.724803	120.871907	土雞	2015-02-04	2015-02-06	H5N8	HPAI	業者主動通報	41	65	Miaoli County
42b	22.80724	120.48043	土雞	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	42	64	Pingtung County
43b	22.80797	120.47975	土雞	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	43	63	Pingtung County
44b	23.736637	120.228296	土雞	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	44	62	Yunlin County
45b	22.988896	120.307401	肉鴨	2015-02-04	2015-02-07	H5N8	HPAI	業者主動通報	45	61	Tainan City
46b	22.83058	120.52025	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	46	60	Pingtung County
47b	23.36844	120.267	肉鵝	2015-02-04	2015-02-07	H5N8	HPAI	業者主動通報	47	59	Chiayi County
48b	23.4222	120.21622	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	48	58	Chiayi County
49b	23.42988	120.21846	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	49	57	Chiayi County
50b	23.43037	120.21862	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	50	56	Chiayi County
51b	23.45209	120.262	肉鵝	2015-02-04	2015-02-07	H5N8	HPAI	業者主動通報	51	55	Chiayi County
52b	23.51672	120.25461	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	52	54	Chiayi County
53b	23.626625	120.322384	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	53	53	Yunlin County
54b	23.65401	120.15194	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	54	52	Yunlin County
55b	23.6727	120.187	肉鵝	2015-02-04	2015-02-07	H5N8	HPAI	業者主動通報	55	51	Yunlin County
56b	23.675304	120.274988	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	56	50	Yunlin County
57b	23.708503	120.488674	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	57	49	Yunlin County
58b	23.71685	120.246757	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	58	48	Yunlin County
59b	24.35045	120.7065	肉鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	59	47	Taichung City
60b	22.81652	120.57537	蛋中雞	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	60	46	Pingtung County
61b	23.48224	120.24135	種鵝	2015-02-04	2015-02-07	H5N2	HPAI	業者主動通報	61	45	Chiayi County
62b	23.64186	120.151358	種鵝	2015-02-04	2015-02-07	H5N8	HPAI	業者主動通報	62	44	Yunlin County
63b	22.58683333	120.51202778	肉鴨	2015-02-04	2015-02-10	H5N2	HPAI	周邊監測	63	43	Pingtung County
64b	22.950976	120.277223	肉鵝	2015-02-04	2015-02-10	H5N2	HPAI	業者主動通報	64	42	Tainan City
65b	23.7447	120.27103	肉鵝	2015-02-04	2015-02-10	H5N8	HPAI	業者主動通報	65	41	Yunlin County
31b	22.80605556	120.47163889	土雞	2015-02-03	2015-02-06	H5N2	HPAI	業者主動通報	31	40	Pingtung County
32b	23.19938	120.21412	土雞	2015-02-03	2015-02-06	H5N8	HPAI	業者主動通報	32	39	Tainan City
33b	22.93981	120.2883	肉鵝	2015-02-03	2015-02-06	H5N2	HPAI	業者主動通報	33	38	Tainan City
34b	23.21767	120.20972	肉鵝	2015-02-03	2015-02-06	H5N8	HPAI	業者主動通報	34	37	Tainan City
35b	23.47727	120.235539	肉鵝	2015-02-03	2015-02-06	H5N2	HPAI	業者主動通報	35	36	Chiayi County
36b	23.703943	120.269502	肉鵝	2015-02-03	2015-02-06	H5N2	HPAI	業者主動通報	36	35	Yunlin County
37b	23.7418	120.36744	肉鵝	2015-02-03	2015-02-06	H5N8	HPAI	業者主動通報	37	34	Yunlin County
38b	23.68861	120.65528	種鵝	2015-02-03	2015-02-06	H5N8	HPAI	業者主動通報	38	33	Nantou County
39b	23.69222	120.64222	種鵝	2015-02-03	2015-02-07	H5Nx	HPAI	業者主動通報	39	32	Nantou County
40b	22.559217	120.415696	肉鴨	2015-02-03	2015-02-12	H5Nx	HPAI	周邊監測	40	31	Kaohsiung City
12b	22.89077	120.28877	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	12	30	Kaohsiung City
13b	23.658551	120.28086	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	13	29	Yunlin County
14b	23.84375	120.34566667	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	14	28	Changhua County
15b	23.867389	120.412973	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	15	27	Changhua County
16b	22.7521873647421	120.559374759404	土雞	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	16	26	Pingtung County
17b	23.2512	120.3406	土雞	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	17	25	Tainan City
18b	22.9235926	120.3278626	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	18	24	Tainan City
19b	23.07835	120.33738	肉鵝	2015-02-02	2015-02-05	H5N2_H5N8	HPAI	業者主動通報	19	23	Tainan City
20b	23.22371	120.18529	肉鵝	2015-02-02	2015-02-05	H5N8	HPAI	業者主動通報	20	22	Tainan City
21b	23.40881	120.361641	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	21	21	Chiayi County
22b	23.517574	120.269355	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	22	20	Chiayi County
23b	23.621681	120.33756	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	23	19	Yunlin County
24b	23.641722	120.321371	肉鵝	2015-02-02	2015-02-05	H5N8	HPAI	業者主動通報	24	18	Yunlin County
25b	23.6788	120.19051	肉鵝	2015-02-02	2015-02-05	H5N8	HPAI	業者主動通報	25	17	Yunlin County
26b	23.70495	120.25011	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	26	16	Yunlin County
27b	23.74417	120.36467	肉鵝	2015-02-02	2015-02-05	H5N8	HPAI	業者主動通報	27	15	Yunlin County
28b	23.6168	120.17112	肉鵝	2015-02-02	2015-02-05	H5N2	HPAI	業者主動通報	28	14	Yunlin County
29b	23.56405	120.28214	土雞	2015-02-02	2015-02-06	H5Nx	HPAI	業者主動通報	29	13	Yunlin County
30b	23.55613	120.2031	種鵝	2015-02-02	2015-02-06	H5Nx	HPAI	業者主動通報	30	12	Yunlin County
1b	22.73609	120.59566	土雞	2015-02-01	2015-02-04	H5N2	HPAI	業者主動通報	1	11	Pingtung County
2b	22.73611	120.59618	土雞	2015-02-01	2015-02-04	H5N2	HPAI	業者主動通報	2	10	Pingtung County
3b	22.81527	120.58591	土雞	2015-02-01	2015-02-04	H5N2	HPAI	業者主動通報	3	9	Pingtung County
4b	23.60052	120.24727	水陸禽混養	2015-02-01	2015-02-04	H5N2_H5N8	HPAI	業者主動通報	4	8	Yunlin County
5b	23.74417	120.36467	火雞	2015-02-01	2015-02-04	H5N2	HPAI	業者主動通報	5	7	Yunlin County
6b	23.08584	120.32637	肉鵝	2015-02-01	2015-02-04	H5N2	HPAI	業者主動通報	6	6	Tainan City
7b	23.618057	120.316443	肉鵝	2015-02-01	2015-02-04	H5N2	HPAI	業者主動通報	7	5	Yunlin County
8b	23.08872	120.32722	蛋鴨	2015-02-01	2015-02-04	H5N8	HPAI	業者主動通報	8	4	Tainan City
9b	23.632905	120.316396	種鵝	2015-02-01	2015-02-04	H5N2_H5N8	HPAI	業者主動通報	9	3	Yunlin County
10b	22.77236111	120.50686111	肉鵝	2015-02-01	2015-02-04	H5N3	HPAI	業者主動通報	10	2	Pingtung County
11b	22.74038889	120.46511111	種鵝	2015-02-01	2015-02-04	H5N2	HPAI	業者主動通報	11	1	Pingtung County
